Filename,Number of Words,Number of Paragraphs,Relative Punctuation,Average Words per Sentence
pg10067.epub,68757,2282,0.17538577890251175,12.85898634748457
pg1032.epub,17776,267,0.11976822682268227,17.444553483807656
pg10379.epub,151734,3509,0.15289915246418073,16.287462430227567
pg10473.epub,89228,3331,0.1621576186847178,9.886759002770082
pg10812.epub,17883,471,0.13951797796790247,16.760074976569822
pg10826.epub,28495,251,0.12002105632567117,24.313139931740615
pg10943.epub,41143,1251,0.16406193034051966,11.327918502202643
pg11004.epub,72652,2607,0.1617711831745857,8.152154398563734
pg11005.epub,65046,2414,0.16402238415890294,7.581118881118881
pg11259.epub,68482,2949,0.17061417598785084,8.7752434648898
pg11280.epub,80126,1078,0.1549684247310486,23.94680215182307
pg11520.epub,103001,3301,0.14761021737653032,9.489681223512068
pg11581.epub,72543,1805,0.15003515156527852,14.862323294406885
pg11655.epub,113733,1934,0.1253110354954147,15.530929946743138
pg11674.epub,90421,1352,0.11102509372822685,14.631229773462783
pg1190.epub,14588,123,0.14436523169728543,26.05
pg1193.epub,23013,319,0.11228436101334029,17.70230769230769
pg11931.epub,5542,122,0.13839769036448935,14.432291666666666
pg11970.epub,90129,2398,0.16998968145657892,15.039045553145336
pg12102.epub,70829,2413,0.16693727145660675,12.44579160077315
pg1218.epub,162696,2946,0.14921079805281015,15.634826061887372
pg12181.epub,23931,607,0.10442522251472985,14.270125223613595
pg12303.epub,156729,3452,0.1506996152594606,19.025127458120902
pg12304.epub,88586,2179,0.18683539159686632,14.979032803517079
pg12360.epub,114182,3289,0.12488833616506981,10.219457621050747
pg12450.epub,106557,2268,0.13146015747440337,17.78914858096828
pg12453.epub,158305,2685,0.16514323615804932,20.363390789812193
pg12470.epub,99232,2816,0.16942115446630118,14.192219679633867
pg12520.epub,163623,2397,0.14488794362650728,18.05594791436769
pg1253.epub,12132,212,0.11350148367952523,18.72222222222222
pg12672.epub,74207,1766,0.15340870807336235,14.414724164724165
pg1273.epub,14024,309,0.12885054192812323,16.344988344988344
pg12733.epub,183527,2280,0.07103042059206548,17.22449554199906
pg12886.epub,23007,708,0.16099447994088756,13.943636363636363
pg12935.epub,66853,2494,0.15356079757078964,12.002333931777379
pg12972.epub,66548,1111,0.11432349582256417,13.288338658146964
pg12989.epub,33154,928,0.15168607106231527,14.45878761447885
pg13057.epub,55136,1387,0.08261390017411492,12.252444444444444
pg13162.epub,26946,867,0.140651673717806,13.5
pg13178.epub,73099,1692,0.09061683470362111,13.67870508982036
pg13212.epub,97962,2093,0.12502807210959352,15.544589019358934
pg13257.epub,104113,3291,0.15344865674795655,11.368530246778773
pg13273.epub,54435,999,0.15203453660328833,12.000661375661375
pg13312.epub,82136,2220,0.1279341579818837,13.703036369703037
pg13432.epub,46178,487,0.10229979643986314,21.05699954400365
pg13454.epub,170803,3208,0.09809546670725924,18.595862819814915
pg13541.epub,73867,663,0.09249055735308054,25.782547993019197
pg13572.epub,65447,1301,0.12818005408956865,18.47741389045737
pg13776.epub,51346,1348,0.1345577065399447,14.330449344125034
pg13913.epub,79219,2184,0.12356884080839192,15.875551102204408
pg1392.epub,10122,158,0.14572218929065403,22.246153846153845
pg13960.epub,99335,3324,0.15013842049630038,9.55052398807807
pg13985.epub,170765,4231,0.1607062337129974,9.657015212350846
pg14051.epub,65105,946,0.11596651562859996,15.695515911282547
pg14079.epub,45612,1408,0.13761729369464176,12.64891846921797
pg14145.epub,117100,2200,0.11747224594363792,11.031559114460668
pg1422.epub,5170,86,0.1471953578336557,18.140350877192983
pg14253.epub,172409,4783,0.1359151784419607,12.874990665372264
pg14303.epub,141426,3097,0.1340559727348578,14.0652411735455
pg14382.epub,100039,2475,0.14711262607583042,14.700808229243204
pg14395.epub,70272,1851,0.12273736338797814,12.446333687566419
pg14420.epub,171702,1492,0.12388906361020838,31.74376039933444
pg14427.epub,70218,1874,0.14054800763337036,17.73629704470826
pg14454.epub,121071,2250,0.13147657159848353,15.561825192802056
pg14490.epub,83939,1190,0.12930818808896938,16.66448282707961
pg14523.epub,33670,540,0.13474903474903474,19.575581395348838
pg14581.epub,87588,3117,0.14272503082614058,13.12179775280899
pg14605.epub,120845,2491,0.12680706690388513,15.836063425501244
pg14669.epub,100395,2585,0.13472782509089098,12.743716679360244
pg14687.epub,68766,1414,0.15744699415408778,17.691278621044507
pg14708.epub,37199,613,0.14570284147423318,18.627441161742613
pg14712.epub,99707,1356,0.12220806964405709,18.244647758462946
pg14852.epub,142995,4234,0.17540473443127383,13.690282431785544
pg14858.epub,83487,2239,0.14766370812222263,13.415876586855214
pg14885.epub,61950,1415,0.13000807102502018,14.487839101964452
pg15013.epub,90275,3422,0.16058709498753806,9.318228736581338
pg15067.epub,129137,2153,0.13869766217273127,27.825253178194355
pg15094.epub,63027,2397,0.18309613340314468,11.143387553041018
pg15116.epub,66878,1733,0.1292951344238763,14.54185692541857
pg15117.epub,91365,1513,0.1618562907021288,22.24074975657254
pg15123.epub,50730,2050,0.1303370786516854,8.679213002566296
pg15179.epub,18618,127,0.11650016113438608,15.527939949958299
pg15181.epub,20561,564,0.14829045279898836,15.707410236822001
pg15182.epub,24358,589,0.12685770588718284,16.469235970250168
pg15183.epub,23314,554,0.14570644248091275,16.326330532212886
pg15244.epub,59418,1002,0.14387895923794136,21.669584245076585
pg15275.epub,175687,2851,0.14344829156397457,24.713321142214095
pg15315.epub,173405,4485,0.11474294282171794,16.90931253047294
pg15317.epub,4052,119,0.16584402764067127,12.702194357366771
pg15321.epub,188294,3281,0.1151921994328019,22.937507613594835
pg15430.epub,83222,1967,0.1370671216745572,16.056723905074282
pg15498.epub,147608,4242,0.1554319549075931,12.668039821489874
pg15527.epub,141520,3010,0.12374222724703222,13.706537530266344
pg15671.epub,65108,2005,0.1409197026479081,10.271020665720146
pg15704.epub,149381,3449,0.1453129916120524,11.632222395265535
pg15743.epub,72682,1839,0.11829613934674335,12.5573600552868
pg15774.epub,214989,6055,0.14856108917200414,15.476855517961269
pg15793.epub,21344,461,0.13179347826086957,12.735083532219571
pg15797.epub,92964,1604,0.11803493825566887,20.881401617250674
pg15799.epub,48972,115,0.10128236543330883,31.014566181127297
pg15864.epub,75623,1394,0.12576861536834033,18.69080573405833
pg15875.epub,84139,2970,0.18034443005027395,10.56624387793545
pg15895.epub,26162,640,0.13236755599724792,19.152269399707173
pg15934.epub,131959,3389,0.14078615327488084,15.4428320655354
pg15941.epub,51428,634,0.1096484405382282,20.612424849699398
pg15989.epub,44320,1128,0.13242328519855595,12.491544532130778
pg16039.epub,162071,4935,0.13668083741076442,15.84581540868205
pg16080.epub,192215,3550,0.09905574486902687,16.473688721288994
pg16094.epub,143044,4219,0.13260954671289954,13.945988105683924
pg16137.epub,117903,4340,0.19803567339253453,10.336021741036205
pg16138.epub,107093,1529,0.13479872634065718,18.660568043213104
pg16143.epub,61708,974,0.11932002333571012,17.585636933599314
pg16217.epub,175174,2919,0.15347026385194149,19.396966005979404
pg16252.epub,70073,945,0.11248269661638577,20.507170032191983
pg16283.epub,78996,1191,0.12839890627373537,16.379017209205887
pg1634.epub,66598,2820,0.11914772215381843,11.474500344589938
pg16345.epub,21352,509,0.1394248782315474,18.218430034129693
pg16381.epub,99828,3049,0.13033417478062267,11.766619519094766
pg16398.epub,156778,2745,0.11546262868514715,19.989544817034297
pg16403.epub,53213,1078,0.13782346419108113,18.08120965001699
pg16453.epub,76004,1757,0.1159544234513973,14.362055933484505
pg16497.epub,113499,3753,0.14156071859663963,12.247652962123665
pg16554.epub,90220,2026,0.13840611837729994,10.219755323969189
pg16574.epub,34945,496,0.18251538131349263,27.04721362229102
pg16612.epub,91173,1739,0.14545973040264112,12.302388341654298
pg16662.epub,131240,2440,0.14975617189881132,20.60282574568289
pg16676.epub,70586,1560,0.1325616977870966,20.45378151260504
pg16682.epub,66477,1991,0.18006227717857304,14.423302234758083
pg16703.epub,93794,1865,0.15104377678742778,17.717038156403476
pg16719.epub,10247,206,0.1377964282228945,12.840852130325814
pg16720.epub,135187,2180,0.11662363984702671,19.21907876030708
pg16730.epub,91070,1603,0.12554079279674976,17.316980414527478
pg16771.epub,58939,1782,0.11408405300395325,13.5367478180983
pg16788.epub,129091,1867,0.16325692728385402,23.712527553269656
pg16798.epub,150947,4253,0.1546039338310798,12.800797150610583
pg16799.epub,64174,1317,0.1401502165986225,10.699233077692565
pg16803.epub,97656,3122,0.14496805111821087,11.229990800367986
pg16836.epub,99644,2036,0.13749949821364055,16.565918536990857
pg16909.epub,76659,2495,0.1724520278114768,13.548780487804878
pg16919.epub,24976,1787,0.14814221652786674,10.42839248434238
pg16968.epub,52756,2041,0.18435817726893625,8.302801384954359
pg1699.epub,82779,2364,0.15015885671486728,10.022884126407556
pg16993.epub,157308,3532,0.133356218374145,17.529306886561177
pg17047.epub,90953,1563,0.10735214891207547,14.156108949416343
pg17048.epub,57411,1296,0.12185818048805978,18.627839065541856
pg17062.epub,59264,746,0.17881007019438444,26.433541480820697
pg17084.epub,84235,1385,0.12843829761975425,19.68107476635514
pg17141.epub,123620,2421,0.10384242032033651,15.89354589868861
pg17191.epub,97826,1656,0.15285302475824422,20.199463142680155
pg17241.epub,20041,301,0.10668130332817724,18.28558394160584
pg17308.epub,178427,4266,0.15981325696223106,15.632293674434905
pg17359.epub,71160,2321,0.1465148960089938,10.200688073394495
pg17390.epub,23459,906,0.15465279849950977,9.995313165743502
pg17402.epub,91485,2661,0.11260862436464994,11.216895537027955
pg17434.epub,106742,3824,0.16760038223005003,12.445143989740002
pg17446.epub,63595,2426,0.1368032077993553,11.35827826397571
pg1747.epub,55173,1778,0.16783571674550957,12.211819389110225
pg1748.epub,146873,4999,0.16481586132236695,13.211567869029414
pg17559.epub,26218,626,0.14737966282706538,14.854390934844192
pg17564.epub,151842,3498,0.14463060286350285,13.551271753681393
pg17642.epub,161469,2932,0.12905263549040374,12.676165803108809
pg17698.epub,176406,5974,0.1355055950477875,12.1692880794702
pg17745.epub,88196,1252,0.09935824753957095,13.802190923317683
pg17806.epub,59151,951,0.13232236141400822,16.861744583808438
pg17938.epub,86283,2732,0.13992327573218363,13.687024111675127
pg18022.epub,43212,863,0.13500879385355918,16.524665391969407
pg18052.epub,85341,2314,0.13107416130582017,14.575747224594364
pg18054.epub,39000,502,0.08556410256410256,22.478386167146976
pg1809.epub,77219,2247,0.12103238840181821,12.472783072201583
pg18239.epub,82459,1788,0.1653427764100947,17.809719222462203
pg18259.epub,73657,1802,0.16629783998805273,14.16753221773418
pg18280.epub,53341,1792,0.17907425807540167,12.949987861131342
pg1832.epub,42290,815,0.09616930716481438,15.19037356321839
pg1833.epub,15092,229,0.10197455605618871,16.28047464940669
pg18336.epub,63463,1636,0.12687707798244646,13.739554016020783
pg1834.epub,15358,347,0.09981768459434823,13.531277533039647
pg1835.epub,18064,421,0.10479406554472985,14.497592295345104
pg1836.epub,13704,375,0.1203298307063631,14.215767634854771
pg18434.epub,19417,472,0.1118092393263635,15.145865834633385
pg18443.epub,55360,1464,0.12355491329479769,10.720371804802479
pg18449.epub,171506,3321,0.15447272981703264,16.464049150427186
pg1846.epub,69100,2374,0.09862518089725036,10.029027576197388
pg18488.epub,87892,2456,0.1474764483684522,12.900631146337883
pg18489.epub,49787,1270,0.14218571112941128,13.953755605381167
pg1849.epub,75993,3069,0.1680681115365889,9.306024981631154
pg1851.epub,67198,1192,0.10135718324950148,17.085685227561658
pg18545.epub,49000,1377,0.14357142857142857,14.36950146627566
pg1857.epub,84455,1957,0.11324373926943343,14.151306970509383
pg18572.epub,115335,1956,0.12181037846273898,14.500251445813428
pg18705.epub,96926,2149,0.1003342756329571,17.124734982332157
pg18708.epub,76964,1252,0.1367132685411361,17.392994350282486
pg1875.epub,16218,225,0.1196818349981502,19.923832923832922
pg1878.epub,74594,1908,0.138657264659356,12.716331401295601
pg18822.epub,92843,1745,0.1303490839373997,19.508930447573018
pg18829.epub,35216,1001,0.12122330758746025,10.53740275284261
pg1888.epub,60334,1786,0.13465044585142705,17.422466069881605
pg18894.epub,109007,2144,0.1266891117084224,16.257568978374348
pg1897.epub,76456,1794,0.12209636915350006,16.445687244568724
pg18984.epub,57922,1879,0.17901660854252271,12.926132559696496
pg19121.epub,72682,685,0.11020610329930382,22.105231143552313
pg19147.epub,32866,594,0.11157427128339317,19.085946573751453
pg19173.epub,81434,1324,0.12300758896775303,14.140302135787463
pg19204.epub,31932,677,0.11837655016910936,15.220209723546235
pg19224.epub,35146,449,0.09497524611620099,18.333854981742306
pg19225.epub,90136,2618,0.13579479897044466,12.732871874558553
pg19257.epub,8493,225,0.1569527846461792,16.88469184890656
pg19259.epub,72643,2015,0.1453546797351431,20.27435110242813
pg19459.epub,59702,502,0.08842249840876353,25.180092787853226
pg19472.epub,14108,242,0.10299121066061809,20.53566229985444
pg19510.epub,88329,1596,0.10897893104190016,13.458631723297273
pg19512.epub,73085,2511,0.18078949168776082,11.359185576624183
pg1960.epub,34335,1006,0.13918741808650065,12.271265189421015
pg1963.epub,29314,696,0.12502558504468855,13.192619261926193
pg19818.epub,112976,1534,0.13012498229712505,15.798629562298979
pg20235.epub,34125,308,0.1595018315018315,28.60435875943001
pg20257.epub,10958,104,0.1853440408833729,43.832
pg20359.epub,51012,895,0.10934682035599466,18.127931769722814
pg20424.epub,95549,2371,0.13296842457796523,15.068443463176155
pg20429.epub,71037,2498,0.12421695736024889,12.085233072473631
pg20458.epub,72813,2698,0.13829947948855287,11.570475131098046
pg20462.epub,156779,2653,0.1373653359187136,16.550089728702627
pg20610.epub,175401,1762,0.17529546581832486,30.637729257641922
pg20615.epub,33661,555,0.13113098244258933,17.333161688980432
pg20661.epub,23156,307,0.11068405596821558,21.18572735590119
pg20835.epub,56104,1316,0.13294952231569943,17.246849062403935
pg20901.epub,57378,1719,0.13621945693471366,12.21068312406895
pg21067.epub,80872,618,0.11519438124443565,36.995425434583716
pg21087.epub,79730,1637,0.16829298883732596,22.93728423475259
pg2155.epub,88063,1881,0.1115224328037882,15.921713975772917
pg21578.epub,146411,1888,0.15135474793560594,21.716256303767427
pg21613.epub,46410,767,0.12975651799181212,16.463284852784675
pg21641.epub,120336,3450,0.1818076053716261,11.75845221809654
pg21674.epub,113134,2806,0.14041755794014177,15.55106529209622
pg21689.epub,92566,2143,0.10441198712270164,15.100489396411094
pg21690.epub,52033,1472,0.15811119866238732,15.667871123155676
pg21767.epub,141704,3768,0.16314994636707503,14.294764450721274
pg21821.epub,56751,1208,0.157970784655777,16.52620850320326
pg21858.epub,155596,3826,0.1359803593922723,14.588036752297018
pg21867.epub,116113,2709,0.1397690181116671,16.75270523733949
pg21870.epub,33862,438,0.10073238438367492,13.464015904572564
pg21887.epub,95660,1887,0.08667154505540456,16.564502164502166
pg21932.epub,62397,571,0.10038944180008655,19.347906976744188
pg21944.epub,45801,1252,0.13781358485622586,13.955210237659964
pg22158.epub,85474,2643,0.1384163605306877,10.22049503766591
pg22202.epub,51882,1000,0.14931960988396747,15.327031019202364
pg22205.epub,87620,1305,0.12465190595754394,20.137899333486555
pg22206.epub,15007,269,0.09262344239354968,15.697698744769875
pg22207.epub,22456,552,0.08906305664410402,13.576783555018137
pg22208.epub,9124,235,0.09392810170977642,12.960227272727273
pg22214.epub,147099,4445,0.19270015431784038,13.466904696511948
pg22221.epub,81066,2118,0.09006241827646609,13.45047287207566
pg22271.epub,10758,67,0.08654024911693624,28.611702127659573
pg22272.epub,28756,436,0.09448462929475587,17.364734299516908
pg22273.epub,13888,321,0.09972638248847926,16.092699884125146
pg22274.epub,20496,389,0.09938524590163934,15.261355174981386
pg22275.epub,43925,798,0.09106431417188389,17.44440031771247
pg22276.epub,150667,2950,0.0970418207039365,16.353739281450125
pg22476.epub,11163,144,0.1129624652871092,16.416176470588237
pg22532.epub,39860,979,0.10077772202709483,13.357908847184987
pg22660.epub,20087,194,0.09284611938069398,30.903076923076924
pg22781.epub,39674,1309,0.1299339617885769,12.226194144838212
pg2287.epub,84787,2570,0.15584936369962377,11.144453207150368
pg22883.epub,65383,1274,0.14234586972148724,15.611986628462272
pg22961.epub,154350,4692,0.16655004859086492,13.250064383208858
pg23009.epub,11214,142,0.11423220973782772,14.892430278884461
pg23010.epub,19227,273,0.11858324231549383,14.824209714726292
pg23012.epub,19626,358,0.13471924997452359,14.97025171624714
pg23106.epub,87416,1412,0.1423881211677496,18.372425388818833
pg23118.epub,101457,1110,0.11676868032762648,31.79473519272955
pg23157.epub,72416,1492,0.10750386654882899,14.362554541848473
pg23215.epub,64566,1855,0.15519003810054827,12.371335504885993
pg23222.epub,10457,158,0.1334034617959262,13.850331125827815
pg23223.epub,9976,243,0.1308139534883721,22.82837528604119
pg23246.epub,82371,2888,0.13167255466122785,11.675549255846917
pg23420.epub,9895,272,0.1415866599292572,13.036890645586297
pg23606.epub,70381,1933,0.15484292635796593,12.483327421071301
pg23629.epub,16893,238,0.1267980820458178,21.14267834793492
pg23630.epub,16017,159,0.11681338577761129,24.6036866359447
pg23631.epub,28462,283,0.12068723209893893,25.0325417766051
pg23632.epub,13073,282,0.13225732425610037,14.95766590389016
pg23633.epub,18283,283,0.13170705026527374,19.701508620689655
pg23664.epub,129464,3053,0.1410894148180189,17.09321362556113
pg23736.epub,101397,1803,0.12477686716569523,19.811840562719812
pg23741.epub,101128,1102,0.09920101257811882,18.320289855072463
pg23745.epub,80350,1472,0.15111387678904792,15.845000985998817
pg23789.epub,109202,3248,0.15083057086866541,14.859436658048715
pg23797.epub,112221,2593,0.14805606793737358,14.657915360501567
pg24769.epub,89497,2330,0.1820396214398248,12.642604887696002
pg24920.epub,50137,1750,0.15445678839978458,13.65014974135584
pg25702.epub,94049,1668,0.10443492222139523,12.300418519487314
pg25730.epub,114508,1294,0.07745310371327767,24.71573494496007
pg26259.epub,94345,2965,0.15399862207854154,13.312402991392691
pg26277.epub,93388,1548,0.1264509358804129,19.012214983713356
pg26306.epub,67903,2581,0.142011398612727,12.933904761904762
pg26482.epub,115956,3660,0.16858980992790368,14.243459034516643
pg2675.epub,151718,2112,0.15552538261775137,19.973407056345444
pg26768.epub,97752,1482,0.1369486046321303,17.936146788990825
pg26828.epub,151260,4536,0.0991141081581383,12.647157190635452
pg26847.epub,63604,983,0.13162694170177977,15.407945736434108
pg26925.epub,25804,1696,0.156874903115796,10.864842105263158
pg27323.epub,58454,1820,0.14842440209395422,12.405348047538201
pg27507.epub,158390,2929,0.10575162573394785,18.71116361488482
pg27549.epub,73130,1875,0.13694790099822235,14.970317297850563
pg27709.epub,6024,379,0.27141434262948205,6.103343465045593
pg27838.epub,24652,593,0.16805938666233977,14.49265138154027
pg27857.epub,65002,2216,0.18074828466816406,10.22526348906717
pg27909.epub,117560,1154,0.12653113303844846,30.83136637817991
pg28229.epub,75440,2187,0.15050371155885472,12.09943865276664
pg28236.epub,74127,1276,0.10676271803796188,15.328163771712159
pg28301.epub,97355,1893,0.15923167787992398,16.693244170096023
pg28459.epub,114847,2622,0.16139733732705253,15.03823490899568
pg28463.epub,179818,3428,0.15500116784749024,15.975302061122957
pg28465.epub,56728,1974,0.1572415738259766,10.840435696541181
pg28509.epub,70669,1236,0.13936803973453707,15.988461538461538
pg28717.epub,138310,2852,0.14399537271346974,20.60637663885578
pg28925.epub,192010,4232,0.0996458517785532,14.919191919191919
pg29071.epub,74679,1518,0.09172592027209792,19.58023072889355
pg29207.epub,78793,1336,0.102724861345551,17.435937154237664
pg29219.epub,70296,1735,0.1567372254466826,15.261832392531481
pg29274.epub,63358,956,0.1356261245620127,17.29203056768559
pg29315.epub,73269,2454,0.16997638837707627,13.895126114166509
pg29323.epub,82894,997,0.15595821169204044,32.24192921042396
pg29366.epub,136321,3462,0.14110078417851982,12.324473374920894
pg29400.epub,101551,1263,0.11347007907356894,21.253871912934283
pg29570.epub,51763,1218,0.14147170759036376,11.112709317303564
pg29646.epub,69900,1230,0.09343347639484978,19.57983193277311
pg29657.epub,59088,973,0.1177057947468183,15.050433010697912
pg29671.epub,69433,2001,0.1568130427894517,14.614396969059145
pg29695.epub,90275,1900,0.10090279700913875,12.705840957072484
pg29697.epub,91282,2581,0.13249052387108082,13.113345783651774
pg29699.epub,60372,943,0.146640826873385,15.713690786048932
pg29715.epub,58541,1277,0.13882578022240824,17.20276226858654
